"duration","response_date","responseid","consent_1","consent_2","consent_3","failed_vpn_1","failed_vpn_2","failed_vpn_3","tutorial_slider_ck","tutorial_age_ck","tutorial_occ_ck","tutorial_resource_ck","attention_ck_midsurvey","importance_age","importance_race","importance_nchildren","importance_political","importance_criminal","importance_health","importance_occupation","importance_upbrinding","decision_style","decision_style_text","demog_age","demog_race","demog_race_text","demog_education","demog_work","demog_work_text","demog_political","demog_strong_dem","demog_strong_rep","demog_party_closeness","demog_liberal_conserv","demog_strong_lib","demog_strong_cons","demog_closer_lib","feedback","embeddedCode"
510,"2020-11-23 11:49:28","R_3EBeytl1Q1NxlIC","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Neutral","Very Important","Low importance","Not at all important","Extremely Important","Slightly important","Neutral","I don't know","",25,"Latino or Hispanic","","Some college, but no degree","I am a part time student","","Democrat","Strong","","","Liberal","Strong liberal","","","",41.8568859903274
281,"2020-11-23 11:52:00","R_3PBzzv6vanfS7Jf","Yes","Yes","Yes",NA,NA,NA,86,70,"Person B","a job","Mental or Physical Health Issues","Very Important","Moderately Important","Extremely Important","Very Important","Extremely Important","Moderately Important","Very Important","Extremely Important","I compared the two persons attribute by attribute","",33,"Black or African American (non-Hispanic)","","4-year college degree","I am a full time student","","Democrat","Strong","","","Liberal","Strong liberal","","","",35.4571825399662
517,"2020-11-23 12:01:19","R_3kBrBSdEQY8g5IZ","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Very Important","Not at all important","Low importance","Very Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",31,"Black or African American (non-Hispanic),Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I am a full time student,I work part time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",47.8536462459838
325,"2020-11-23 12:03:47","R_2qg5Oen9vG15ki6","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Very Important","Not at all important","Slightly important","Moderately Important","Slightly important","Moderately Important","I used both (1) and (2)","",22,"Latino or Hispanic","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",22.974244927283
1097,"2020-11-23 12:05:06","R_2ZBIuy2Ig6cBmSs","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Very Important","Extremely Important","Very Important","Extremely Important","Very Important","Moderately Important","Extremely Important","I started with (1) and switched to (2)","",24,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",21.021806080365
581,"2020-11-23 12:11:17","R_CmETuB80NF6Mqt3","Yes","Yes","Yes",NA,NA,NA,93,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Low importance","Slightly important","Not at all important","Not at all important","Very Important","Not at all important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",42,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Democrat","Strong","","","Liberal","Strong liberal","","","",44.7208583028337
1113,"2020-11-23 12:13:39","R_3noRWw7soikzRQS","Yes","Yes","Yes",NA,NA,NA,85,70,"Person B","a job","Age,Mental or Physical Health Issues","Moderately Important","Extremely Important","Moderately Important","Extremely Important","Extremely Important","Extremely Important","Very Important","Moderately Important","I compared the two persons attribute by attribute","",30,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","good",14.86591079828
1127,"2020-11-23 12:22:04","R_1pm7wDy6pIsy3g4","Yes","Yes","Yes",NA,NA,NA,88,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin,Location","Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Very Important","Very Important","Very Important","I compared the two persons attribute by attribute","",32,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","",35.0499795808108
321,"2020-11-23 12:26:13","R_2rZb2TyIdVeQVjD","Yes","Yes","Yes",NA,NA,NA,35,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Slightly important","Not at all important","Neutral","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",24,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I am a full time student","","Democrat","Strong","","","Liberal","Not very strong liberal","","","",24.6578345812526
561,"2020-11-23 12:26:40","R_pxAxYjtA9w3ugzT","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Criminal History","Very Important","Moderately Important","Slightly important","Moderately Important","Extremely Important","Very Important","Very Important","Moderately Important","I compared the two persons attribute by attribute","",48,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time,I am unemployed","","Republican","","Strong","","Conservative","","Strong conservative","","",36.3098335304088
945,"2020-11-23 12:31:10","R_2pS5JS9Mq6Wk5if","Yes","Yes","Yes",NA,NA,NA,88,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Extremely Important","Moderately Important","Neutral","Extremely Important","Very Important","Extremely Important","Very Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",30,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","na",55.9317413624217
348,"2020-11-23 12:33:30","R_2R54QUw0PBc2aYi","Yes","Yes","Yes",NA,NA,NA,81,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Low importance","Moderately Important","Not at all important","Neutral","Moderately Important","Not at all important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",50,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I am a full time student,I work full time","","Democrat","Strong","","","Liberal","Not very strong liberal","","","",56.8635135322957
444,"2020-11-23 12:41:40","R_3G0nMPE9HqCat8T","Yes","Yes","Yes",NA,NA,NA,56,70,"Person B","a job","Age,Criminal History,National Origin","Very Important","Neutral","Moderately Important","Neutral","Moderately Important","Very Important","Very Important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",29,"Asian/Pacific Islanders","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",56.2331016823261
263,"2020-11-23 12:41:58","R_2uQmjQFvLb7dTla","Yes","Yes","Yes",NA,NA,NA,73,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Not at all important","Not at all important","Not at all important","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",52,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I am a full time student","","Republican","","Not strong","","Moderate","","","Closer to liberals","",13.6117242054575
481,"2020-11-23 12:44:01","R_D5X3PP9Mz2j1gDn","Yes","Yes","Yes",NA,NA,NA,85,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Very Important","Low importance","Extremely Important","Moderately Important","Slightly important","Low importance","I compared the two persons attribute by attribute","",37,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","none",55.1578062759148
543,"2020-11-23 12:45:33","R_ZqwmUDbDTL0Bn3z","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Neutral","Extremely Important","Not at all important","Extremely Important","Extremely Important","Moderately Important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",35,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Democrat","Not strong","","","Liberal","Strong liberal","","","",44.5202713791561
1972,"2020-11-23 12:47:38","R_3OlFoZXzo6P5aVL","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Moderately Important","Not at all important","Not at all important","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",37,"Caucasian/White (non-Hispanic),Native American or Aleut","","Some college, but no degree","I work full time","","Other Party","","","Neither","None of the above","","","Neither","I feel like I could have made pretty good decisions with just age and health related information. I kind of think the potential for conscious/unconscious bias is less that way too.",25.2308878400901
467,"2020-11-23 12:48:34","R_2xJzO4Q9nIEDOgI","Yes","Yes","Yes",NA,NA,NA,99,70,"Person B","a job","Criminal History","Extremely Important","Very Important","Extremely Important","Very Important","Moderately Important","Extremely Important","Very Important","Moderately Important","I compared the two persons attribute by attribute","",34,"Black or African American (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Democrat","Not strong","","","Conservative","","Strong conservative","","very nice",49.2491759262628
627,"2020-11-23 12:52:20","R_2zi3R8DlOghoINn","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Low importance","Moderately Important","Low importance","Slightly important","Very Important","Slightly important","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",41,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Conservative","","Not very strong conservative","","No comments",17.8241499284804
1063,"2020-11-23 12:53:57","R_2ToDWMJs8uXlI8t","Yes","Yes","Yes",NA,NA,NA,87,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Extremely Important","Not at all important","Low importance","Moderately Important","Slightly important","Not at all important","I compared the two persons attribute by attribute","",35,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","None.",11.1754989875889
1287,"2020-11-23 12:57:06","R_3LgMsb2IByZiRzc","Yes","Yes","Yes",NA,NA,NA,73,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Very Important","Low importance","Low importance","Slightly important","Moderately Important","Low importance","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",36,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Neither","Liberal","Not very strong liberal","","","N/A - Thanks",22.2636212050597
1460,"2020-11-23 13:03:50","R_8k6BsLdW2wSYp8t","Yes","Yes","Yes",NA,NA,NA,67,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Slightly important","Slightly important","Not at all important","Extremely Important","Moderately Important","Low importance","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",63,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",17.7167872462228
660,"2020-11-23 13:07:44","R_2VlPexhNzdtUcur","Yes","Yes","Yes",NA,NA,NA,82,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Moderately Important","Not at all important","Slightly important","Extremely Important","Low importance","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",22,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",28.0475229788682
340,"2020-11-23 13:14:46","R_2uPMn71wNk7s4Th","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Style of Dress","Slightly important","Not at all important","Not at all important","Not at all important","Moderately Important","Neutral","Not at all important","Not at all important","I compared the two persons attribute by attribute","",42,"Caucasian/White (non-Hispanic)","","2-year college degree","I am a full time student","","Republican","","Not strong","","Moderate","","","Closer to conservatives","",39.0566997730771
614,"2020-11-23 13:19:34","R_RIwvWjhcaCbfZ6h","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Not at all important","Extremely Important","Not at all important","Very Important","Slightly important","Low importance","Low importance","I compared the two persons attribute by attribute","",30,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Democrat","Not strong","","","Liberal","Strong liberal","","","",54.8417419350803
779,"2020-11-23 13:25:19","R_Z4cfcN7nbifA921","Yes","Yes","Yes",NA,NA,NA,67,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Low importance","Very Important","Not at all important","Very Important","Moderately Important","Moderately Important","Slightly important","I compared the two persons attribute by attribute","",39,"Black or African American (non-Hispanic)","","Some college, but no degree","I work part time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",32.7905148080994
617,"2020-11-23 13:28:05","R_3fGZ2pGsDO47rzI","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Low importance","Not at all important","Slightly important","Not at all important","Moderately Important","Not at all important","I used both (1) and (2)","",31,"Latino or Hispanic","","4-year college degree","I work full time","","Republican","","Not strong","","Moderate","","","Closer to conservatives","",52.8762952494147
554,"2020-11-23 13:29:32","R_3PUmjUbGUAJPh5m","Yes","Yes","Yes",NA,NA,NA,86,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Extremely Important","Moderately Important","Neutral","Extremely Important","Extremely Important","Very Important","Moderately Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",32,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","na",43.532145670739
2938,"2020-11-23 13:43:50","R_27KG8aYiRN56Cpn","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Extremely Important","Low importance","Low importance","Moderately Important","Slightly important","Neutral","I compared the two persons attribute by attribute","",31,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work part time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",43.5598023008927
336,"2020-11-23 13:46:47","R_1JPffzViZuT8OvR","Yes","Yes","Yes",NA,NA,NA,79,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Not at all important","Low importance","Low importance","Moderately Important","Moderately Important","Neutral","Moderately Important","I used both (1) and (2)","",27,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",25.5526917289367
449,"2020-11-23 14:15:01","R_3RsCvgacKiAYvTb","Yes","Yes","Yes",NA,NA,NA,83,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Moderately Important","Very Important","Neutral","Moderately Important","Very Important","Moderately Important","Neutral","I compared the two persons attribute by attribute","",30,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","na",19.6010930502324
597,"2020-11-23 14:16:07","R_1OOk9AsePT1yvRm","Yes","Yes","Yes",NA,NA,NA,55,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Extremely Important","Not at all important","Very Important","Very Important","Extremely Important","Slightly important","I compared the two persons attribute by attribute","",23,"Caucasian/White (non-Hispanic),Latino or Hispanic","","4-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",30.5667743453679
314,"2020-11-23 14:16:53","R_2U8XeqlKJ93pbjH","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Extremely Important","Not at all important","Not at all important","Moderately Important","Moderately Important","Not at all important","I compared the two persons attribute by attribute","",29,"Asian/Pacific Islanders","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","thank you!",29.8928391134583
350,"2020-11-23 14:17:20","R_2wuEJvIEkegO4xL","Yes","Yes","Yes",NA,NA,NA,64,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Neutral","Not at all important","Extremely Important","Very Important","Moderately Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",22,"Caucasian/White (non-Hispanic),Latino or Hispanic","","Some college, but no degree","I am a part time student,I work part time","","Democrat","Strong","","","Liberal","Strong liberal","","","",55.9514362960941
417,"2020-11-23 14:26:48","R_tVEsHfSZHWtWA7L","Yes","Yes","Yes",NA,NA,NA,16,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Moderately Important","Not at all important","Moderately Important","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",30,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",34.7091592158445
1268,"2020-11-23 14:37:00","R_2E3O39gw7Id8r6j","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Moderately Important","Extremely Important","Slightly important","Moderately Important","Extremely Important","Slightly important","Extremely Important","I compared the two persons attribute by attribute","",33,"Black or African American (non-Hispanic)","","Some college, but no degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","Thank you for an informative survey.",21.354051457102
653,"2020-11-23 14:46:11","R_333JwI5aLKaPpec","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Very Important","Not at all important","Moderately Important","Moderately Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",37,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",18.6679714940647
444,"2020-11-23 14:49:30","R_20YbqFi0i9LhNrp","Yes","Yes","Yes",NA,NA,NA,88,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Moderately Important","Low importance","Very Important","Moderately Important","Slightly important","Moderately Important","Moderately Important","I compared the two persons attribute by attribute","",70,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","Good survey thanks",40.9076717414213
643,"2020-11-23 14:51:53","R_1gtkNVE0qswvNX8","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Low importance","Slightly important","Not at all important","Slightly important","Slightly important","Moderately Important","Extremely Important","I used both (1) and (2)","",45,"Caucasian/White (non-Hispanic)","","4-year college degree","Other","homemaker","Democrat","Strong","","","Liberal","Strong liberal","","","",52.4112428271703
403,"2020-11-23 14:56:56","R_1mDymo8GHydgWiH","Yes","Yes","Yes",NA,NA,NA,82,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Not at all important","Not at all important","Not at all important","Not at all important","Extremely Important","Moderately Important","Moderately Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",37,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",26.2983363643983
3561,"2020-11-23 15:02:05","R_TvLRM3DIPWzPAs1","Yes","Yes","Yes",NA,NA,NA,56,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Low importance","Not at all important","Low importance","Moderately Important","Not at all important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",39,"Latino or Hispanic","","4-year college degree","I work full time","","Other Party","","","Neither","Moderate","","","Neither","",31.3655645233499
654,"2020-11-23 15:02:44","R_3L6JqgucgAScRzv","Yes","Yes","Yes",NA,NA,NA,65,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Neutral","Neutral","Moderately Important","Neutral","Low importance","Not at all important","I compared the two persons attribute by attribute","",33,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Strong liberal","","","thanks",45.6711118779311
8016,"2020-11-23 15:15:18","R_3p08DN3NsoOydoe","Yes","Yes","Yes",NA,NA,NA,56,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Neutral","Neutral","Extremely Important","Neutral","Neutral","Neutral","Very Important","Neutral","I compared the two persons attribute by attribute","",42,"Black or African American (non-Hispanic)","","Some college, but no degree","I am a full time student","","Republican","","Not strong","","Conservative","","Strong conservative","","",45.2399580835458
713,"2020-11-23 15:24:48","R_dm2OvDN2oCBNf4R","Yes","Yes","Yes",NA,NA,NA,77,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Moderately Important","Not at all important","Not at all important","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",31,"Latino or Hispanic","","4-year college degree","I work full time","","Independent","","","Closer to the Republican Party","Moderate","","","Closer to conservatives","",19.9129431058916
951,"2020-11-23 15:33:36","R_1Nhud1BZPmybmtC","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Low importance","Not at all important","Extremely Important","Extremely Important","Not at all important","Moderately Important","I compared the two persons attribute by attribute","",67,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","Very nice study !",20.8090017775095
897,"2020-11-23 15:43:40","R_3j03q04SertIDEx","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Moderately Important","Not at all important","Very Important","Moderately Important","Not at all important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",40,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a full time student,I work full time","","Independent","","","Closer to the Republican Party","Conservative","","Not very strong conservative","","",27.1945005050382
711,"2020-11-23 15:45:34","R_0UIhNDcC8fWJ6ZX","Yes","Yes","Yes",NA,NA,NA,27,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Slightly important","Not at all important","Low importance","Very Important","Moderately Important","Low importance","I compared the two persons attribute by attribute","",34,"Caucasian/White (non-Hispanic)","","High school graduate","I work part time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",17.5265964296476
685,"2020-11-23 15:47:14","R_3HZcUSITJGygtTn","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Low importance","Slightly important","Low importance","Very Important","Moderately Important","Low importance","Low importance","I compared the two persons attribute by attribute","",55,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Strong conservative","","",22.1723561070795
170,"2020-11-23 15:56:03","R_PFEJSyR81JzfSy5","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,Location","Low importance","Not at all important","Very Important","Low importance","Slightly important","Low importance","Extremely Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",28,"Latino or Hispanic","","Some college, but no degree","I work full time","","Independent","","","Closer to the Democratic Party","Liberal","Not very strong liberal","","","",41.4640345439464
596,"2020-11-23 16:07:31","R_30pcx4GoGkDTvWg","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Not at all important","Not at all important","Not at all important","Not at all important","Extremely Important","Not at all important","Neutral","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",38,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",40.6728703518568
444,"2020-11-23 16:19:40","R_3qaOqdIwLeIp4nh","Yes","Yes","Yes",NA,NA,NA,59,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Low importance","Very Important","Not at all important","Low importance","Moderately Important","Neutral","Low importance","I compared the two persons attribute by attribute","",28,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I am a full time student","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",35.4990881247211
310,"2020-11-23 16:56:47","R_6iejyXQhRzYpR5f","Yes","Yes","Yes",NA,NA,NA,64,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Moderately Important","Low importance","Low importance","Slightly important","Slightly important","Low importance","I started with (1) and switched to (2)","",28,"Caucasian/White (non-Hispanic)","","4-year college degree","I work part time","","Democrat","Strong","","","Liberal","Strong liberal","","","",16.801927337144
610,"2020-11-23 17:08:25","R_R8gutsaEQn2fnu9","Yes","Yes","Yes",NA,NA,NA,64,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Not at all important","Neutral","Not at all important","Very Important","Low importance","Neutral","Slightly important","I compared the two persons attribute by attribute","",33,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","none",21.5534041262123
555,"2020-11-23 17:26:59","R_1IviAtic1aS0gH4","Yes","Yes","Yes",NA,NA,NA,38,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Extremely Important","Not at all important","Slightly important","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",80,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a part time student,I am retired","","Democrat","Strong","","","Liberal","Strong liberal","","","thank you",14.8382642685525
1332,"2020-11-23 17:43:11","R_2ePyzEOIxItlVmU","Yes","Yes","Yes",NA,NA,NA,80,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Neutral","Neutral","Low importance","Not at all important","Low importance","Neutral","Slightly important","Not at all important","I compared the two persons attribute by attribute","",39,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",53.7308843398306
318,"2020-11-23 17:43:12","R_29w3xZ5Hkbi0ikh","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Neutral","Not at all important","Very Important","Not at all important","Neutral","Neutral","Slightly important","Not at all important","I compared the two persons attribute by attribute","",34,"Caucasian/White (non-Hispanic),Latino or Hispanic","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Independent","","","Neither","Liberal","Strong liberal","","","",17.9187962508106
694,"2020-11-23 17:46:28","R_2TtV6jHziURwrfr","Yes","Yes","Yes",NA,NA,NA,20,70,"Person B","a job","Age,Criminal History","Extremely Important","Not at all important","Slightly important","Low importance","Slightly important","Not at all important","Not at all important","Low importance","I started with (2) and switched to (1)","",27,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",17.1654111105402
782,"2020-11-23 17:55:49","R_27d53X37mVGMVfR","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Moderately Important","Not at all important","Not at all important","Very Important","Moderately Important","Slightly important","I compared the two persons attribute by attribute","",43,"Caucasian/White (non-Hispanic)","","Some college, but no degree","Prefer not to say","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",42.2393030399083
