Upbringing,Age,Criminal History,Occupation,Children,Health Issues,Race,Political Affiliation,answer,slider,responseid,question_index,condition_service_question,condition_slider
Grew up poor,40,Prior history of violent crime,artist,No kids,Physically disabled,Black,Republican,0,,R_zeWKtNiANPiXnwJ,10,9,1
Grew up poor,20,Prior history of non-violent crime,firefighter,No kids,Physically disabled,Hispanic,Republican,1,,R_zeWKtNiANPiXnwJ,10,9,1
Grew up upper class,40,None,doctor,Two kids,Physically disabled,White,None specified,1,5,R_1jCW5d2GepPoTOJ,10,6,2
Grew up upper class,40,Prior history of violent crime,banker,No kids,Diabetic,Asian,Republican,0,5,R_1jCW5d2GepPoTOJ,10,6,2
Grew up upper class,20,None,scientist,Two kids,Generally Healthy,Hispanic,None specified,0,,R_1dELWlwqNHaFLRP,10,10,1
Grew up upper class,70,Prior history of violent crime,artist,Two kids,Mental health issues,White,Republican,1,,R_1dELWlwqNHaFLRP,10,10,1
Grew up upper class,70,Prior history of violent crime,nurse,Two kids,Diabetic,Hispanic,Republican,1,,R_2COFFKnuHW3tk0M,10,6,1
Grew up middle class,40,Prior history of violent crime,scientist,Two kids,Generally Healthy,Black,Republican,0,,R_2COFFKnuHW3tk0M,10,6,1
Grew up poor,20,None,nurse,No kids,Generally Healthy,White,Democrat,0,4,R_2ZBqxxS48YyTpgQ,10,6,2
Grew up poor,40,None,unemployed,No kids,Diabetic,Hispanic,None specified,1,4,R_2ZBqxxS48YyTpgQ,10,6,2
Grew up middle class,40,Prior history of non-violent crime,doctor,No kids,Physically disabled,Hispanic,Democrat,1,,R_RQVUC23lri8ArM5,10,11,1
Grew up middle class,40,Prior history of non-violent crime,unemployed,No kids,Diabetic,Hispanic,Republican,0,,R_RQVUC23lri8ArM5,10,11,1
Grew up upper class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Diabetic,White,Republican,0,4,R_25sztzP1IP6BU6U,10,12,2
Grew up upper class,70,None,Instacart shopper,No kids,Generally Healthy,White,Republican,1,4,R_25sztzP1IP6BU6U,10,12,2
Grew up poor,40,Prior history of violent crime,nurse,No kids,Generally Healthy,White,Democrat,0,,R_2f2nba7o8hLnMas,10,10,1
Grew up poor,70,None,banker,Two kids,Physically disabled,Hispanic,Democrat,1,,R_2f2nba7o8hLnMas,10,10,1
Grew up poor,40,Prior history of violent crime,artist,No kids,Diabetic,Asian,Republican,1,6,R_1DNdr6iMWCB9kcm,10,11,2
Grew up upper class,70,Prior history of non-violent crime,scientist,Two kids,Physically disabled,Asian,None specified,0,6,R_1DNdr6iMWCB9kcm,10,11,2
Grew up middle class,70,Prior history of violent crime,scientist,Two kids,Generally Healthy,Asian,None specified,0,7,R_1NE3AW6uW3e2W8R,10,3,2
Grew up middle class,20,Prior history of non-violent crime,janitor,No kids,Mental health issues,Hispanic,Republican,1,7,R_1NE3AW6uW3e2W8R,10,3,2
Grew up middle class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Mental health issues,Black,Democrat,1,,R_26lOSoKIr98emBg,10,3,1
Grew up upper class,70,Prior history of non-violent crime,banker,Two kids,Physically disabled,Asian,Republican,0,,R_26lOSoKIr98emBg,10,3,1
Grew up middle class,20,None,nurse,Two kids,Generally Healthy,Hispanic,Democrat,0,2,R_246tGE7H2Njqw7E,10,5,2
Grew up middle class,20,Prior history of non-violent crime,janitor,Two kids,Generally Healthy,Black,None specified,1,2,R_246tGE7H2Njqw7E,10,5,2
Grew up poor,20,None,banker,Two kids,Diabetic,White,Democrat,0,4,R_12g0IJeoZ2pdrSY,10,7,2
Grew up middle class,70,None,firefighter,No kids,Diabetic,Black,Republican,1,4,R_12g0IJeoZ2pdrSY,10,7,2
Grew up poor,40,Prior history of violent crime,artist,Two kids,Diabetic,Asian,Republican,0,,R_1C4wqmQSQvQv7to,10,9,1
Grew up upper class,20,Prior history of non-violent crime,nurse,No kids,Physically disabled,Black,Democrat,1,,R_1C4wqmQSQvQv7to,10,9,1
Grew up poor,70,None,artist,No kids,Diabetic,Hispanic,None specified,1,,R_25WIKsqUyOdcf8W,10,14,1
Grew up upper class,70,Prior history of violent crime,nurse,No kids,Generally Healthy,Hispanic,None specified,0,,R_25WIKsqUyOdcf8W,10,14,1
Grew up poor,40,Prior history of violent crime,Instacart shopper,Two kids,Mental health issues,White,Republican,0,4,R_ZzahJN2aF6D9thT,10,1,2
Grew up poor,70,Prior history of non-violent crime,janitor,No kids,Mental health issues,White,Republican,1,4,R_ZzahJN2aF6D9thT,10,1,2
Grew up poor,20,Prior history of non-violent crime,scientist,No kids,Mental health issues,Black,Republican,0,,R_voVxmZPYYm8yM01,10,11,1
Grew up middle class,40,Prior history of violent crime,doctor,No kids,Mental health issues,Asian,Democrat,1,,R_voVxmZPYYm8yM01,10,11,1
Grew up upper class,70,Prior history of non-violent crime,banker,No kids,Diabetic,White,None specified,0,,R_2ROJQW4fWXkJuUH,10,2,1
Grew up middle class,40,Prior history of non-violent crime,doctor,Two kids,Generally Healthy,Asian,None specified,1,,R_2ROJQW4fWXkJuUH,10,2,1
Grew up middle class,20,Prior history of non-violent crime,artist,Two kids,Physically disabled,Hispanic,Democrat,1,,R_Q5phEObVEekdAWZ,10,2,1
Grew up poor,20,Prior history of violent crime,banker,No kids,Physically disabled,White,Republican,0,,R_Q5phEObVEekdAWZ,10,2,1
Grew up poor,70,Prior history of non-violent crime,firefighter,Two kids,Physically disabled,Asian,Republican,0,,R_Y5GDDwtM80JESVX,10,2,1
Grew up middle class,40,None,artist,Two kids,Mental health issues,White,Democrat,1,,R_Y5GDDwtM80JESVX,10,2,1
Grew up poor,40,Prior history of violent crime,firefighter,No kids,Physically disabled,White,None specified,1,,R_3Kvg386W86MszRa,10,15,1
Grew up upper class,40,Prior history of non-violent crime,scientist,Two kids,Generally Healthy,Black,Democrat,0,,R_3Kvg386W86MszRa,10,15,1
Grew up upper class,20,Prior history of violent crime,firefighter,Two kids,Diabetic,White,None specified,1,,R_3KoUhKBoyWvuSMZ,10,8,1
Grew up middle class,70,Prior history of violent crime,artist,No kids,Mental health issues,Asian,None specified,0,,R_3KoUhKBoyWvuSMZ,10,8,1
Grew up upper class,40,Prior history of violent crime,firefighter,Two kids,Mental health issues,White,None specified,0,4,R_1P1YbUKvnkllP9v,10,4,2
Grew up upper class,70,Prior history of violent crime,Instacart shopper,Two kids,Generally Healthy,White,Republican,1,4,R_1P1YbUKvnkllP9v,10,4,2
Grew up middle class,20,None,janitor,Two kids,Generally Healthy,Black,None specified,0,1,R_3iyQJVm0HLY5VEP,10,16,2
Grew up poor,40,Prior history of non-violent crime,artist,Two kids,Diabetic,White,Republican,1,1,R_3iyQJVm0HLY5VEP,10,16,2
Grew up middle class,70,Prior history of non-violent crime,firefighter,Two kids,Mental health issues,Hispanic,Democrat,1,,R_2a9OFCfBidQ3xy8,10,7,1
Grew up upper class,70,Prior history of violent crime,artist,No kids,Diabetic,Asian,None specified,0,,R_2a9OFCfBidQ3xy8,10,7,1
Grew up upper class,70,None,unemployed,Two kids,Diabetic,Asian,None specified,1,,R_1SS6gD8K5SyYamR,10,9,1
Grew up upper class,70,None,artist,Two kids,Diabetic,Hispanic,Democrat,0,,R_1SS6gD8K5SyYamR,10,9,1
Grew up upper class,20,Prior history of non-violent crime,doctor,No kids,Mental health issues,Black,Democrat,1,4,R_3QE3cQZJJA7mbZZ,10,11,2
Grew up upper class,40,None,firefighter,Two kids,Diabetic,Asian,None specified,0,4,R_3QE3cQZJJA7mbZZ,10,11,2
Grew up upper class,70,Prior history of violent crime,unemployed,Two kids,Diabetic,Asian,Republican,1,,R_1i85XOg0tfnECu5,10,13,1
Grew up middle class,40,Prior history of violent crime,janitor,Two kids,Diabetic,Asian,Democrat,0,,R_1i85XOg0tfnECu5,10,13,1
Grew up upper class,40,Prior history of non-violent crime,doctor,Two kids,Physically disabled,Black,None specified,1,,R_1FrZQWUbsFfY8FA,10,13,1
Grew up upper class,40,None,Instacart shopper,Two kids,Generally Healthy,White,None specified,0,,R_1FrZQWUbsFfY8FA,10,13,1
Grew up upper class,70,Prior history of violent crime,nurse,Two kids,Mental health issues,Hispanic,None specified,1,,R_20PwB4v2HfW4Akc,10,9,1
Grew up poor,70,None,Instacart shopper,Two kids,Generally Healthy,White,Republican,0,,R_20PwB4v2HfW4Akc,10,9,1
Grew up poor,70,None,artist,No kids,Diabetic,Hispanic,Republican,1,5,R_21EAjtaJfP0MxOu,10,4,2
Grew up upper class,20,None,firefighter,No kids,Generally Healthy,Hispanic,None specified,0,5,R_21EAjtaJfP0MxOu,10,4,2
Grew up middle class,40,None,firefighter,Two kids,Diabetic,Asian,Democrat,0,2,R_25Sdd9o8fO0RunY,10,3,2
Grew up middle class,20,None,janitor,No kids,Physically disabled,Hispanic,Democrat,1,2,R_25Sdd9o8fO0RunY,10,3,2
Grew up upper class,70,None,artist,Two kids,Physically disabled,Black,Democrat,1,2,R_2R95yVol9LIBks2,10,16,2
Grew up upper class,20,Prior history of violent crime,firefighter,Two kids,Diabetic,Asian,Republican,0,2,R_2R95yVol9LIBks2,10,16,2
Grew up poor,20,None,scientist,No kids,Generally Healthy,Asian,Republican,1,7,R_2dum98OYmQFcl5G,10,5,2
Grew up poor,40,Prior history of violent crime,Instacart shopper,No kids,Physically disabled,Black,None specified,0,7,R_2dum98OYmQFcl5G,10,5,2
Grew up middle class,20,Prior history of non-violent crime,banker,Two kids,Physically disabled,Hispanic,Republican,1,2,R_1FrHeysKcQoQFFZ,10,5,2
Grew up poor,20,Prior history of non-violent crime,banker,No kids,Mental health issues,Black,None specified,0,2,R_1FrHeysKcQoQFFZ,10,5,2
Grew up poor,70,Prior history of non-violent crime,janitor,Two kids,Diabetic,Black,Republican,1,,R_3Di6daTndyxfLQC,10,7,1
Grew up middle class,20,Prior history of non-violent crime,artist,Two kids,Generally Healthy,White,Democrat,0,,R_3Di6daTndyxfLQC,10,7,1
Grew up upper class,70,Prior history of non-violent crime,banker,Two kids,Diabetic,Asian,Republican,0,,R_zVxnOvzZkjeuzAt,10,7,1
Grew up poor,40,Prior history of non-violent crime,doctor,Two kids,Diabetic,Hispanic,Democrat,1,,R_zVxnOvzZkjeuzAt,10,7,1
Grew up upper class,20,Prior history of violent crime,firefighter,Two kids,Generally Healthy,Asian,Democrat,0,6,R_3qJ9RaW4P6Mj3Uy,10,5,2
Grew up upper class,20,Prior history of violent crime,artist,No kids,Physically disabled,Hispanic,Democrat,1,6,R_3qJ9RaW4P6Mj3Uy,10,5,2
Grew up poor,40,Prior history of violent crime,janitor,Two kids,Physically disabled,Hispanic,None specified,1,4,R_3gSdRGXFMegU2np,10,9,2
Grew up upper class,40,None,doctor,No kids,Mental health issues,Hispanic,Republican,0,4,R_3gSdRGXFMegU2np,10,9,2
Grew up middle class,20,Prior history of violent crime,firefighter,No kids,Generally Healthy,Asian,Democrat,1,4,R_VWFTGdYk8WPmNXz,10,10,2
Grew up upper class,20,Prior history of violent crime,firefighter,Two kids,Diabetic,Hispanic,None specified,0,4,R_VWFTGdYk8WPmNXz,10,10,2
Grew up poor,20,Prior history of non-violent crime,doctor,Two kids,Generally Healthy,Asian,Republican,1,6,R_9tMuwnbpEW8ezaF,10,8,2
Grew up middle class,70,Prior history of violent crime,firefighter,Two kids,Generally Healthy,White,Republican,0,6,R_9tMuwnbpEW8ezaF,10,8,2
Grew up poor,20,Prior history of violent crime,doctor,No kids,Generally Healthy,White,None specified,1,,R_2zUtOBPwyZc8QSk,10,6,1
Grew up poor,20,Prior history of violent crime,artist,No kids,Physically disabled,White,Democrat,0,,R_2zUtOBPwyZc8QSk,10,6,1
Grew up poor,70,Prior history of non-violent crime,firefighter,Two kids,Mental health issues,Asian,Republican,0,,R_emp6VF7kmHu4wNP,10,15,1
Grew up middle class,70,Prior history of non-violent crime,banker,No kids,Physically disabled,White,Democrat,1,,R_emp6VF7kmHu4wNP,10,15,1
Grew up upper class,20,Prior history of violent crime,janitor,Two kids,Generally Healthy,Black,Republican,0,,R_2VKk1moH3NiS0Y6,10,15,1
Grew up middle class,70,None,nurse,No kids,Diabetic,Asian,Republican,1,,R_2VKk1moH3NiS0Y6,10,15,1
Grew up middle class,20,None,Instacart shopper,Two kids,Mental health issues,Black,Democrat,1,,R_3foZG8k9TiiZTQE,10,9,1
Grew up middle class,20,Prior history of non-violent crime,Instacart shopper,Two kids,Diabetic,Asian,Republican,0,,R_3foZG8k9TiiZTQE,10,9,1
Grew up middle class,20,Prior history of non-violent crime,unemployed,Two kids,Diabetic,Black,Republican,0,,R_3NF1xgPs86yK0pN,10,6,1
Grew up upper class,70,Prior history of non-violent crime,Instacart shopper,Two kids,Mental health issues,Asian,Republican,1,,R_3NF1xgPs86yK0pN,10,6,1
Grew up upper class,70,Prior history of non-violent crime,scientist,Two kids,Generally Healthy,Hispanic,None specified,0,6,R_1DpBh1TP8Zzvyyh,10,1,2
Grew up middle class,20,None,artist,Two kids,Diabetic,Asian,None specified,1,6,R_1DpBh1TP8Zzvyyh,10,1,2
Grew up upper class,40,Prior history of violent crime,banker,Two kids,Generally Healthy,Asian,Republican,1,,R_3Jh1LPQMRf0QRlh,10,6,1
Grew up middle class,20,Prior history of non-violent crime,nurse,No kids,Physically disabled,White,Republican,0,,R_3Jh1LPQMRf0QRlh,10,6,1
Grew up middle class,20,Prior history of violent crime,unemployed,Two kids,Diabetic,White,None specified,0,,R_VIl4Ku1Alxy6pFf,10,6,1
Grew up poor,40,Prior history of violent crime,doctor,No kids,Diabetic,Asian,Democrat,1,,R_VIl4Ku1Alxy6pFf,10,6,1
Grew up upper class,40,None,scientist,No kids,Physically disabled,Black,Republican,0,4,R_UFmCFPIXwCNXQrv,10,2,2
Grew up middle class,40,Prior history of violent crime,banker,No kids,Generally Healthy,Black,None specified,1,4,R_UFmCFPIXwCNXQrv,10,2,2
Grew up upper class,20,None,doctor,Two kids,Generally Healthy,White,None specified,0,,R_1Km3y1sovqK5fAs,10,1,1
Grew up middle class,20,None,Instacart shopper,No kids,Generally Healthy,Black,Republican,1,,R_1Km3y1sovqK5fAs,10,1,1
Grew up middle class,40,Prior history of non-violent crime,banker,Two kids,Diabetic,Asian,None specified,1,5,R_2CTHWoMJsB8Knte,10,1,2
Grew up middle class,40,Prior history of violent crime,doctor,No kids,Physically disabled,Black,Democrat,0,5,R_2CTHWoMJsB8Knte,10,1,2
Grew up poor,70,None,firefighter,No kids,Diabetic,Black,Democrat,1,,R_VKcLtmv1Eg7CABH,10,10,1
Grew up poor,20,None,janitor,Two kids,Diabetic,Hispanic,Democrat,0,,R_VKcLtmv1Eg7CABH,10,10,1
Grew up poor,20,Prior history of violent crime,artist,No kids,Physically disabled,Asian,Democrat,0,5,R_0GQXtqTzEbzJK3n,10,10,2
Grew up upper class,70,None,nurse,No kids,Mental health issues,Asian,None specified,1,5,R_0GQXtqTzEbzJK3n,10,10,2
Grew up upper class,40,None,scientist,Two kids,Generally Healthy,Hispanic,Republican,1,,R_12DyQUtXSoprf9K,10,13,1
Grew up poor,70,Prior history of non-violent crime,unemployed,No kids,Mental health issues,Black,None specified,0,,R_12DyQUtXSoprf9K,10,13,1
Grew up middle class,40,None,janitor,No kids,Generally Healthy,Hispanic,None specified,1,,R_21BdpWCByulRhiz,10,9,1
Grew up poor,40,Prior history of violent crime,artist,No kids,Mental health issues,Asian,Democrat,0,,R_21BdpWCByulRhiz,10,9,1
Grew up poor,20,Prior history of violent crime,nurse,Two kids,Generally Healthy,Asian,None specified,1,,R_2zkkFhCJgAikbaD,10,5,1
Grew up middle class,20,Prior history of violent crime,banker,Two kids,Physically disabled,Asian,None specified,0,,R_2zkkFhCJgAikbaD,10,5,1
Grew up poor,20,Prior history of violent crime,janitor,No kids,Mental health issues,White,None specified,0,,R_ypUnIz5DO22ShVL,10,13,1
Grew up upper class,70,Prior history of non-violent crime,firefighter,No kids,Physically disabled,White,Democrat,1,,R_ypUnIz5DO22ShVL,10,13,1
Grew up middle class,20,Prior history of violent crime,nurse,Two kids,Diabetic,White,Democrat,0,,R_2WBGCjcwVPe7R7N,10,13,1
Grew up upper class,70,Prior history of non-violent crime,janitor,No kids,Physically disabled,Black,None specified,1,,R_2WBGCjcwVPe7R7N,10,13,1
Grew up upper class,20,Prior history of non-violent crime,nurse,Two kids,Physically disabled,Black,None specified,1,,R_z7IviBUaIwMWmNb,10,1,1
Grew up middle class,40,Prior history of non-violent crime,unemployed,Two kids,Mental health issues,Hispanic,Democrat,0,,R_z7IviBUaIwMWmNb,10,1,1
Grew up poor,20,Prior history of violent crime,nurse,Two kids,Physically disabled,Black,Republican,0,,R_3kodUdFMzsQ0PiY,10,5,1
Grew up middle class,40,Prior history of non-violent crime,Instacart shopper,Two kids,Mental health issues,Black,None specified,1,,R_3kodUdFMzsQ0PiY,10,5,1
Grew up middle class,20,None,Instacart shopper,No kids,Physically disabled,Hispanic,Democrat,1,,R_1OOgEAqjoWE7mi3,10,5,1
Grew up poor,20,Prior history of violent crime,firefighter,Two kids,Physically disabled,White,Democrat,0,,R_1OOgEAqjoWE7mi3,10,5,1
Grew up upper class,70,Prior history of violent crime,nurse,No kids,Physically disabled,Asian,None specified,0,,R_3pmZeOCS1mvnoRE,10,13,1
Grew up middle class,70,Prior history of violent crime,janitor,Two kids,Diabetic,Black,None specified,1,,R_3pmZeOCS1mvnoRE,10,13,1
Grew up middle class,20,None,nurse,No kids,Generally Healthy,Hispanic,Republican,1,,R_2vYRKbe1nqjOBSg,10,5,1
Grew up upper class,40,Prior history of violent crime,nurse,Two kids,Mental health issues,Asian,Democrat,0,,R_2vYRKbe1nqjOBSg,10,5,1
Grew up middle class,40,Prior history of non-violent crime,nurse,Two kids,Generally Healthy,Asian,Republican,1,,R_1KdsiDHvIg8hBpl,10,1,1
Grew up upper class,40,Prior history of non-violent crime,banker,No kids,Diabetic,Hispanic,Democrat,0,,R_1KdsiDHvIg8hBpl,10,1,1
Grew up poor,70,Prior history of violent crime,janitor,No kids,Diabetic,Asian,Republican,0,,R_5ANjlBMxjxlByDL,10,9,1
Grew up poor,70,None,unemployed,No kids,Physically disabled,Black,Democrat,1,,R_5ANjlBMxjxlByDL,10,9,1
Grew up middle class,40,None,banker,Two kids,Generally Healthy,Hispanic,Democrat,0,,R_1rrnFFxo2VsWzvQ,10,9,1
Grew up middle class,20,Prior history of violent crime,firefighter,Two kids,Diabetic,Asian,None specified,1,,R_1rrnFFxo2VsWzvQ,10,9,1
Grew up upper class,40,Prior history of non-violent crime,doctor,No kids,Diabetic,White,None specified,1,,R_3fDEtQm0agxXLf8,10,5,1
Grew up middle class,40,Prior history of violent crime,unemployed,Two kids,Mental health issues,Black,None specified,0,,R_3fDEtQm0agxXLf8,10,5,1
Grew up middle class,70,None,janitor,Two kids,Physically disabled,White,Democrat,1,,R_svsqVM8yRY4aiyZ,10,9,1
Grew up middle class,40,Prior history of violent crime,janitor,Two kids,Diabetic,Asian,Republican,0,,R_svsqVM8yRY4aiyZ,10,9,1
Grew up upper class,20,None,scientist,Two kids,Generally Healthy,White,Democrat,0,,R_11i1oBYNIWl3I0f,10,13,1
Grew up middle class,20,None,artist,Two kids,Diabetic,Hispanic,None specified,1,,R_11i1oBYNIWl3I0f,10,13,1
Grew up upper class,70,Prior history of non-violent crime,banker,Two kids,Physically disabled,Black,Democrat,0,,R_211vxNmtOOVIhxd,10,13,1
Grew up upper class,70,Prior history of violent crime,janitor,Two kids,Physically disabled,Black,Republican,1,,R_211vxNmtOOVIhxd,10,13,1
Grew up upper class,40,Prior history of non-violent crime,doctor,Two kids,Physically disabled,White,None specified,0,,R_24q5a4QFXJlNPHS,10,13,1
Grew up upper class,20,None,firefighter,No kids,Diabetic,Hispanic,None specified,1,,R_24q5a4QFXJlNPHS,10,13,1
Grew up poor,40,None,Instacart shopper,No kids,Physically disabled,Black,Republican,1,,R_3n2FVasm8tI9qFO,10,5,1
Grew up middle class,40,Prior history of violent crime,artist,Two kids,Mental health issues,White,None specified,0,,R_3n2FVasm8tI9qFO,10,5,1
Grew up poor,20,Prior history of violent crime,firefighter,Two kids,Mental health issues,Asian,Democrat,0,,R_BLBUxXMVZD4XJHb,10,9,1
Grew up upper class,40,Prior history of non-violent crime,artist,Two kids,Generally Healthy,Hispanic,Democrat,1,,R_BLBUxXMVZD4XJHb,10,9,1
Grew up poor,20,Prior history of violent crime,doctor,Two kids,Physically disabled,Hispanic,None specified,1,,R_2Vg9u48dBsaykli,10,13,1
Grew up upper class,20,Prior history of violent crime,doctor,No kids,Physically disabled,Black,None specified,0,,R_2Vg9u48dBsaykli,10,13,1
Grew up upper class,70,Prior history of non-violent crime,firefighter,No kids,Mental health issues,White,Republican,0,,R_2TSDM5hT6fUDQav,10,1,1
Grew up upper class,70,Prior history of non-violent crime,firefighter,Two kids,Physically disabled,Hispanic,Republican,1,,R_2TSDM5hT6fUDQav,10,1,1
Grew up upper class,20,None,nurse,No kids,Generally Healthy,Hispanic,Republican,0,,R_2wzeSBKb7tOofZJ,10,5,1
Grew up poor,70,Prior history of non-violent crime,artist,Two kids,Physically disabled,Asian,None specified,1,,R_2wzeSBKb7tOofZJ,10,5,1
Grew up middle class,70,Prior history of violent crime,unemployed,No kids,Mental health issues,White,None specified,0,,R_3nVESwUVCNsqNUI,10,9,1
Grew up middle class,40,None,banker,Two kids,Mental health issues,Asian,None specified,1,,R_3nVESwUVCNsqNUI,10,9,1
Grew up poor,40,None,firefighter,No kids,Generally Healthy,Black,Democrat,1,,R_sAIdaCVYsLvuNr3,10,13,1
Grew up middle class,70,Prior history of violent crime,artist,Two kids,Diabetic,Asian,None specified,0,,R_sAIdaCVYsLvuNr3,10,13,1
Grew up middle class,20,Prior history of violent crime,nurse,Two kids,Physically disabled,Black,None specified,1,,R_3nVrSnnFB6xqSSb,10,1,1
Grew up upper class,20,Prior history of non-violent crime,firefighter,No kids,Physically disabled,Black,None specified,0,,R_3nVrSnnFB6xqSSb,10,1,1
Grew up poor,20,Prior history of non-violent crime,firefighter,Two kids,Physically disabled,Asian,None specified,1,,R_2y8aQhIV2to3s5s,10,9,1
Grew up middle class,40,Prior history of non-violent crime,firefighter,No kids,Physically disabled,Black,Republican,0,,R_2y8aQhIV2to3s5s,10,9,1
Grew up middle class,40,None,doctor,No kids,Diabetic,Hispanic,Republican,1,,R_Av3JoB15D3oh12p,10,1,1
Grew up middle class,20,None,banker,Two kids,Diabetic,White,Republican,0,,R_Av3JoB15D3oh12p,10,1,1
Grew up middle class,70,Prior history of non-violent crime,nurse,No kids,Generally Healthy,Black,None specified,0,,R_1lcRcmpw1bY1nsg,10,1,1
Grew up upper class,20,Prior history of non-violent crime,nurse,No kids,Physically disabled,Hispanic,Democrat,1,,R_1lcRcmpw1bY1nsg,10,1,1
Grew up middle class,20,None,nurse,No kids,Diabetic,White,Republican,0,,R_1dMF7bFgflcfP3E,10,9,1
Grew up middle class,70,None,firefighter,Two kids,Mental health issues,Asian,Democrat,1,,R_1dMF7bFgflcfP3E,10,9,1
Grew up poor,20,Prior history of violent crime,firefighter,Two kids,Diabetic,Hispanic,Republican,1,,R_3NCGkvOq9ycyrSf,10,1,1
Grew up upper class,20,Prior history of violent crime,nurse,No kids,Mental health issues,Hispanic,Republican,0,,R_3NCGkvOq9ycyrSf,10,1,1
Grew up upper class,40,Prior history of violent crime,artist,No kids,Generally Healthy,White,Democrat,0,,R_DMkuGWJ7VocyPC1,10,9,1
Grew up upper class,70,Prior history of non-violent crime,banker,Two kids,Mental health issues,Hispanic,None specified,1,,R_DMkuGWJ7VocyPC1,10,9,1
Grew up poor,70,Prior history of non-violent crime,artist,Two kids,Mental health issues,Hispanic,Republican,0,,R_b73L43uFbINYIIF,10,9,1
Grew up poor,70,Prior history of non-violent crime,doctor,No kids,Generally Healthy,Black,Democrat,1,,R_b73L43uFbINYIIF,10,9,1
Grew up poor,20,Prior history of violent crime,doctor,No kids,Physically disabled,Hispanic,None specified,0,,R_Yb5lQwGBDB1o0TL,10,9,1
Grew up middle class,20,None,nurse,No kids,Physically disabled,White,Republican,1,,R_Yb5lQwGBDB1o0TL,10,9,1
Grew up middle class,70,None,artist,No kids,Physically disabled,Asian,Republican,1,,R_1rjDhSJ3veR5mIQ,10,5,1
Grew up poor,20,Prior history of violent crime,nurse,No kids,Generally Healthy,Asian,Democrat,0,,R_1rjDhSJ3veR5mIQ,10,5,1
Grew up poor,70,None,nurse,Two kids,Generally Healthy,Asian,None specified,0,,R_1CJaYijFJUVuqAH,10,13,1
Grew up poor,70,Prior history of non-violent crime,artist,Two kids,Physically disabled,Black,None specified,1,,R_1CJaYijFJUVuqAH,10,13,1
Grew up poor,70,None,Instacart shopper,Two kids,Physically disabled,Hispanic,Democrat,1,,R_1fd4c1SAk2FRkbx,10,1,1
Grew up upper class,20,None,firefighter,No kids,Diabetic,White,None specified,0,,R_1fd4c1SAk2FRkbx,10,1,1
Grew up poor,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,Hispanic,Republican,1,,R_1fadcCCcdy0JFcb,10,13,1
Grew up middle class,20,Prior history of non-violent crime,banker,Two kids,Generally Healthy,White,Republican,0,,R_1fadcCCcdy0JFcb,10,13,1
Grew up poor,70,None,scientist,Two kids,Physically disabled,Asian,Democrat,1,,R_AniiXejRVWMtGWB,10,5,1
Grew up poor,70,Prior history of non-violent crime,artist,Two kids,Generally Healthy,Asian,Republican,0,,R_AniiXejRVWMtGWB,10,5,1
Grew up upper class,70,Prior history of non-violent crime,banker,Two kids,Generally Healthy,Black,None specified,0,,R_xfTSUxqkoQDDPNf,10,5,1
Grew up middle class,40,None,artist,No kids,Generally Healthy,Black,None specified,1,,R_xfTSUxqkoQDDPNf,10,5,1
Grew up upper class,40,Prior history of non-violent crime,artist,Two kids,Physically disabled,Asian,None specified,0,,R_26f0eUhNPgdgnLa,10,5,1
Grew up middle class,70,Prior history of violent crime,unemployed,No kids,Diabetic,White,None specified,1,,R_26f0eUhNPgdgnLa,10,5,1
Grew up poor,70,Prior history of violent crime,janitor,No kids,Physically disabled,Asian,None specified,1,,R_1luuYoBYEm9D5FW,10,9,1
Grew up upper class,70,None,nurse,Two kids,Mental health issues,White,Democrat,0,,R_1luuYoBYEm9D5FW,10,9,1
Grew up poor,20,Prior history of non-violent crime,firefighter,Two kids,Diabetic,Asian,None specified,1,,R_3s04WiQB1IrCojq,10,9,1
Grew up poor,70,Prior history of non-violent crime,firefighter,No kids,Diabetic,Hispanic,Democrat,0,,R_3s04WiQB1IrCojq,10,9,1
Grew up upper class,70,Prior history of non-violent crime,artist,No kids,Physically disabled,Black,None specified,1,,R_3JDwJegKly8otaQ,10,9,1
Grew up poor,40,Prior history of violent crime,firefighter,Two kids,Generally Healthy,White,Democrat,0,,R_3JDwJegKly8otaQ,10,9,1
Grew up upper class,40,Prior history of violent crime,doctor,Two kids,Diabetic,Black,Democrat,0,,R_AnzQsGCRmhmKS7n,10,9,1
Grew up upper class,70,Prior history of non-violent crime,unemployed,Two kids,Generally Healthy,Asian,None specified,1,,R_AnzQsGCRmhmKS7n,10,9,1
Grew up middle class,70,None,firefighter,No kids,Generally Healthy,Hispanic,Democrat,1,,R_3eadrp3zI7pkZqc,10,5,1
Grew up middle class,40,Prior history of non-violent crime,janitor,Two kids,Mental health issues,Hispanic,Republican,0,,R_3eadrp3zI7pkZqc,10,5,1
Grew up middle class,70,Prior history of non-violent crime,artist,No kids,Generally Healthy,Hispanic,Republican,0,,R_2ZKQu19XFuf8D4J,10,5,1
Grew up upper class,20,Prior history of non-violent crime,nurse,No kids,Diabetic,Asian,Democrat,1,,R_2ZKQu19XFuf8D4J,10,5,1
Grew up poor,20,Prior history of violent crime,nurse,No kids,Physically disabled,White,Democrat,0,,R_2aLbmV6Ap5H6wwW,10,1,1
